Job Title,Job URL,Company,Location,Job Description,required_skills
Data Analyst for Production Staff (CODE : PROD DA),https://id.jobstreet.com/id/job/91575225?type=standard&ref=search-standalone&origin=cardTitle#sol=9c1ea040940f2fe30f4713888f4df5de9e96fdde,PT Panasonic Gobel Energy Indonesia (PECGI),Kabupaten Bekasi,"About the role | We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cikarang, Bekasi Regency, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes. | What you'll be doing | Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement | Develop and maintain reporting dashboards to provide real-time visibility into production performance | Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity | Assist in the design and development of database structures to support the organisation's data management needs | Provide data-driven recommendations to management to drive strategic decision making | Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes | What we're looking for | D3/S1 Majoring in Information Technology, Computer Science or Data Analytics | Proficient in data analysis tools and techniques, including SQL, Excel, and data visualization software | Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights | Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders | Familiarity with production processes and an understanding of manufacturing operations | Attention to detail and a keen interest in continuous improvement | If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now.","[""SQL"", ""Java"", ""Data Analysis"", ""Excel""]"
Data Analyst - Cost Management Logistik,https://id.jobstreet.com/id/job/91693037?type=standard&ref=search-standalone&origin=cardTitle#sol=46fde8dc732afe6580440dcded7433249b2fa2cc,PT JET TRANSPORT SERVICES,Jakarta Raya,"Lokasi : | Landmark, Pluit (Jakarta Utara) | Kualifikasi : | Pendidikan minimal lulusan Sarjana (S1) Teknik Informatika / Sistem Informasi / Matematika / Ilmu Komputer / Sains Data / dan bidang terkait lainnya | Memiliki pengalaman kerja minimal 1–2 tahun di bidang Data Analysis, Cost Control, Finance Analysis, atau bidang terkait. | Mahir menggunakan Microsoft Excel, Google Sheets, serta kemampuan tools analisis atau visualisasi data seperti Power BI, Tableau, atau tools sejenis (menjadi nilai tambah) | Berpengalaman dalam menyusun laporan analisis, monitoring data, serta memberikan | insight | berbasis data kepada manajemen. | Memiliki pengalaman bekerja dengan data dalam jumlah besar serta melakukan validasi dan pembersihan data (data cleaning). | Diutamakan memiliki pengalaman di industri logistik, transportasi, supply chain, atau operasional perusahaan. | Memiliki kemampuan problem solving dan critical thinking yang baik | Teliti, rapih, tepat waktu, bertanggung jawab, serta memiliki kemampuan komunikasi / koordinasi yang baik | Deskripsi Pekerjaan : | Mengumpulkan dan Mengolah Data Biaya Operasional | Melakukan Analisis Efisiensi Cost | Menyusun Laporan dan Dashboard Analitik | Monitoring dan Validasi Data Cost | Mendukung Proyek Efisiensi Biaya Perusahaan | Mengidentifikasi Anomali atau Risiko Biaya | Koordinasi dengan Tim Terkait","[""Data Analysis"", ""Tableau"", ""Power BI"", ""Excel""]"
Database Administrator,https://id.jobstreet.com/id/job/91818996?type=standard&ref=search-standalone&origin=cardTitle#sol=a6dc947c0d27c0c9fc4dad4c2ab8825a7a84998b,PT Data Integrasi Inovasi,Tangerang,"Kualifikasi : | Min. 1 tahun sebagai Database Administrator (PostgreSQL; mongodb nilai plus) atau sejenisnya. | Paham mendalam mengenai objek database: Schema, Table, Indexing, Data Types, Materialized View, Function, Sequence etc. | Query SQL tingkat lanjut (bisa query json, jsonb dan optimalisasi dan manipulasinya point +) | Mahir dalam proses Import/Export data dan mengolahnya dalam berbagai format (CSV, SQL dump, JSON, Excel, Google Sheets, Jupyter Notebook etc.). | Memahami perbedaan fungsional antara lingkungan Production, Staging, Testing, Warehouse. | Performance tuning tingkat lanjut: EXPLAIN/ANALYZE, query plan, indexing, autovacuum/maintenance, (partitioning, lock & wait troubleshooting nilai plus). | Mengelola integritas dan keamanan data (User role management & Access Control). | Terbiasa menggunakan SSH Client dan Postman. | Monitoring: setup metrics & alert response (on-call, Root Cause Analysis). | Change management: migrasi skema & data, rollback plan, dokumentasi (wajib bisa). | Scripting untuk otomasi (SQL + Bash/PowerShell; Python nilai plus). | Bekerja sama dengan tim Data Analyst untuk menyiapkan struktur data guna kebutuhan dashboard dan pelaporan. | Soft Skills | Ketelitian dan kewaspadaan tinggi yang positif dalam menangani data produksi guna memastikan backup tersedia dan rencana mitigasi siap. | Komunikatif, berpikir logis, dan nyaman kerja lintas tim (Dev/DevOps/Data). | Mampu menjelaskan risiko teknis kepada tim Dev/DevOps/Data dengan bahasa yang jelas. | Bersedia bekerja ekstra jika diperlukan (Lembur), terutama saat maintenance, update, atau terjadi insiden kritis pada sistem produksi. | Nice-to-Have: | Pemahaman data quality/lineage di level integritas & operasional koneksi. | Pemahaman tentang otomasi infrastruktur. | Mahir administrasi & operasi DB: provisioning, konfigurasi, patching, backup/restore, HA/DR (streaming replication/AlwaysOn).","[""Python"", ""SQL"", ""PostgreSQL"", ""MongoDB"", ""Postman"", ""JSON"", ""Excel"", ""Troubleshooting""]"
Data Center IT Operations Technician (Global Development + Top-tier Technology),https://id.jobstreet.com/id/job/91766092?type=standard&ref=search-standalone&origin=cardTitle#sol=c4c4c9f3c9703c35879f95ace567211f84fa1dcd,TITANICOM TECH LIMITED,Jakarta Raya,"Job Responsibilities： | 1.     As required by Alibaba Cloud, perform 24*7 IDC data center duty. | 2.     Respond to incidents and execute work orders, including temporary tasks, in accordance with SLA requirements. | 3.     Be familiar with IDC environment and monitoring systems, identify risks through inspections, and handle emergencies quickly and accurately following EOP processes; complete incident data recording and produce preliminary incident reports. | 4.     Be familiar with the ticketing system, master SOP standard operating procedures and strictly execute them; able to independently complete all tickets, ensuring zero errors and SLA compliance. | 5.     Be familiar with IDC switches, servers, cabling, and other types of equipment as well as installation, racking, deployment, and maintenance standards; able to complete site surveys, on-site supervision, minor construction, and issue feedback as required. | Job Requirement: | 1.     Microsoft Office, basic IT equipment knowledge | 2.     Clear and logical expression, polite listeningClear and logical expression, polite listening | 3.     Team spirit, mutual support and assistance | 4.     Self-discipline and self-management ability | 5.     Local language + English, or Local language + Chinese",[]
IT Supervisor,https://id.jobstreet.com/id/job/91344546?type=standard&ref=search-standalone&origin=cardTitle#sol=52c71d1148d72760f0cdd63e82127961aad50f5c,GoFleet by Astra & Gojek,Jakarta Selatan,"Job Description | 1. IT Operations & System Development | Oversee the management, monitoring, and development of IT systems to ensure operational efficiency. | Assess and define KPIs for IT department. | Ensure IT policies and SOPs are comply with company policy. | Develop and manage annual IT budget to align with organizational goals. | Formulate IT strategic plans and generate monthly & yearly reports related to IT operations & system development. | 2. Project Management | Lead IT projects from planning to execution, ensuring timely delivery and alignment with business goals. | Strong experience in Agile Project Management. | Good at documenting requirement, analysis, and report that relate with project(s). | 3. Stakeholder Management | Act as the liaison between IT, internal and external teams, ensuring seamless collaboration. | Work closely with management to address IT-related challenges and business requirements. | 4. Leadership | Supervise and support the IT team. | Conduct routine stand-up meetings to track progress, address roadblocks, and align team goals. | Foster a culture of continuous learning and cross-functional collaboration. | 5. Infrastructure | Manage working license for every employees. | Manage IT related infrastructure, physical (laptop, router, switch, etc) and digital (cloud server). | 6. Data Related | Supervise data pipeline architecture and ensure alignment with business and reporting requirements. | Oversee data collection, storage, quality, and accessibility to support business insights and decision-making. | Review and guide data visualization and dashboard initiatives managed by the Data Engineer team. | Requirements | Bachelors degree or higher in Computer Science, Information System, or related field. | 3+ years of experience IT operations and/or system development. | Excellent problem-solving, strong critical thinking, and decision-making skills. | Understanding of data warehousing concepts, data flow, and reporting architecture. | Excellent stakeholder communication. | Have experience in leading team (leadership skills). | Ability to work in a fast-paced and dynamic environment. | Bonus Point | Ex Software Engineer is preferred. | Proficiency in ERP management, especially Odoo. | Knowledgeable in Cloud Computing and Automation Tools. | Knowledgeable in IT Infrastructure. | Knowledgeable in Data-related fields (Querying, Analyzing, & Business Intelligence).","[""Agile""]"
Supervisor IT Manufacturing System,https://id.jobstreet.com/id/job/91559990?type=standard&ref=search-standalone&origin=cardTitle#sol=875b5eecd5910b739c8e2076301f02f36f7251f2,Daikin Industries Indonesia,Cikarang,"Qualifications: | Bachelor's degree in Industrial Engineering, Information Systems, Electrical Engineering, Computer Science, or related fields | Minimum 5 years of experience in MES, Smart Manufacturing, or Digital Transformation roles | Experience supervising or leading small to medium-sized teams | Experience in manufacturing operations (automotive, electronics, or related industries is an advantage) | Strong knowledge of manufacturing workflows (production tracking, work order execution, traceability, quality inspection, downtime & OEE) | Familiar with PLC, SCADA, IoT sensors, and industrial communication protocols (OPC-UA, Modbus, Ethernet/IP) | Understanding of databases (SQL Server, Oracle, MySQL) and data integration | Basic knowledge of APIs, web services, Python, .NET, or other scripting languages | Knowledge of Industry 4.0 concepts (IoT-enabled machines, predictive maintenance, AI analytics, smart factory solutions) | Strong problem-solving, analytical thinking, and project management skills | Excellent communication skills with ability to train and guide operators, technicians, and engineers | Responsibilities: | Lead system enhancements, upgrades, and troubleshooting activities | Oversee end-to-end MES operations, ensuring system stability, availability, and performance | Develop and maintain MES configurations, master data, and workflows | Coordinate with IT, automation teams, vendors, and technical support | Lead initiatives for Industry 4.0 implementation | Identify improvement opportunities through data analytics and shop floor observations | Pilot and implement new technologies (AI, IoT sensors, predictive analytics) | Support production teams in resolving MES-related issues | Ensure accurate data capture for OEE, productivity, quality, and traceability | Supervise MES/data system technicians and engineers | Provide regular system performance and improvement progress reports to management","[""Python"", ""SQL"", ""MySQL"", ""Oracle"", ""Troubleshooting""]"
Full Stack Engineer,https://id.jobstreet.com/id/job/91756596?type=standard&ref=search-standalone&origin=cardTitle#sol=d15a303838a6151f99c86de123220de9c896a975,PT DIGITAL XCELERATION NUSANTARA,Jakarta Selatan,"About Us: | PT Digital Xceleration Nusantara (DXN) is a dynamic and innovative company dedicated to empower business through tailored digital transformation (end to end solutions). We are seeking a talented Full Stack Engineer to join our team and help us build scalable, high-performance applications. | Key Responsibilities: | Working with engineering and product owners to refine and develop the product, from concept to implementation. | Develop and maintain scalable software applications using specific programming languages or technologies. | Build great quality, scalable, maintainable, efficient code and fault tolerant systems using Java or NodeJS as well as awesome SPA using ReactJS or Vue.js and Dart & Flutter. | Troubleshoot, debug, and optimise existing software systems. | Implement code that is secure, clear, performant and easily understood by others. | Participate in code reviews to ensure code quality and adherence to best practices. | Keep code maintainable through concise and effective documentation. | Unit test code for robustness, usability and reliability. | Contribute to the continuous improvement of the technology, product and development experience. | Communicate, collaborate and work effectively within the team and a small group of stakeholders. | Qualifications : | Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent experience). | Total experience required 1+ years of experience in software development. | Good logic and analytical thinking is a must, great algorithm skills would be a great extra. | Experience with solving complex problems in code is a sure advantage. | Quick learner, problem solver, attention to detail and able to implement solutions with guidance. | Would be a plus: | Hands-on experience with one or more of the following items: | Java (Spring boot), JavaScript frameworks, HTML, CSS, NodeJS, React Native, ReactJS, Vue.js, Microservices architecture, Android, Flutter, Kotlin | , | Express.js, GraphQL. | Familiarity with databases | (SQL and/or NoSQL, MongoDb). | Experience of working agile process management methodology. | Experience with cloud platforms (e.g., AWS, Azure, Google Cloud). | Note: | Fresh graduates with great algorithm skills are welcome to apply.","[""SQL"", ""Java"", ""JavaScript"", ""HTML"", ""CSS"", ""Kotlin"", ""Dart"", ""React"", ""ReactJS"", ""Vue"", ""Flutter"", ""React Native"", ""NodeJS"", ""Express"", ""Spring"", ""AWS"", ""Azure"", ""MongoDB"", ""GraphQL"", ""Agile""]"
FULLSTACK DEVELOPER (WEB + MOBILE + API),https://id.jobstreet.com/id/job/91448154?type=standard&ref=search-standalone&origin=cardTitle#sol=c862328e57739b8b8865582f1b76e644cfe771b4,PT Atria Artha Persada,Jakarta Pusat,"Deskripsi Pekerjaan | : | * Mengembangkan aplikasi berbasis web dan mobile | * Membangun dan mengelola API (backend service) | * Mengintegrasikan frontend, mobile, dan backend system | * Melakukan testing, debugging, dan maintenance aplikasi | Kualifikasi : | * Pendidikan minimal D3/S1 Teknik Informatika atau bidang terkait | * Fresh graduate dipersilakan melamar | * Memahami dasar frontend web (HTML, CSS, JavaScript) | * Memahami dasar backend (PHP / C# / Node.js / lainnya) | * Memahami dasar pengembangan mobile (Flutter / React Native / Android / iOS) | * Memahami penggunaan database (MySQL / PostgreSQL / SQL Server) | * Memahami konsep REST API | * Mampu bekerja dalam tim | Nilai Tambah | : | * Pernah menggunakan framework (Laravel, Next.js, Nest.js, Flutter, dll) | * Memiliki portfolio project (web / mobile / fullstack) | * Familiar dengan Git dan version control | * Pernah deploy aplikasi (hosting / server / cloud)","[""SQL"", ""JavaScript"", ""HTML"", ""CSS"", ""PHP"", ""React"", ""Next.js"", ""Flutter"", ""React Native"", ""Node.js"", ""Laravel"", ""Git"", ""MySQL"", ""PostgreSQL"", ""API"", ""REST API""]"
GA & IT MANAGER,https://id.jobstreet.com/id/job/91421398?type=standard&ref=search-standalone&origin=cardTitle#sol=1a1e231d2d2e9b7fcaa81c92bfaaf324af987b96,PT Dwi Krafi Brands (LASKALA GROUP),Bekasi,"Deskripsi Pekerjaan: | Mengembangkan dan mengimplementasikan strategi pengelolaan aset perusahaan untuk memastikan optimalisasi penggunaan dan efisiensi biaya | Mengawasi ketersediaan dan kelayakan seluruh fasilitas operasional di Head Office dan Klinik Produksi (konveksi) | Memimpin perencanaan dan pelaksanaan program maintenance preventif dan korektif untuk seluruh fasilitas dan infrastruktur | Mengendalikan proses pengadaan barang dan jasa operasional secara efektif, transparan, dan sesuai kebutuhan bisnis | Menyusun, mengelola, dan mengoptimalkan anggaran operasional GA & IT secara strategis | Membangun dan mengelola hubungan dengan vendor eksternal, termasuk negosiasi dan evaluasi kinerja | Mengawasi standar kebersihan, keamanan, dan kenyamanan lingkungan kerja secara menyeluruh | Mengembangkan sistem administrasi dan document control GA & IT yang terintegrasi | Menyusun laporan manajerial terkait aset, operasional, dan efisiensi biaya sebagai dasar pengambilan keputusan | Mengelola dan mengembangkan infrastruktur IT perusahaan (network, hardware, software) untuk mendukung operasional bisnis | Menetapkan dan memastikan implementasi kebijakan keamanan informasi (IT Security) | Mendorong digitalisasi dan implementasi solusi IT untuk meningkatkan efisiensi proses kerja | Memastikan penerapan standar K3/HSE di seluruh area kerja, khususnya di lingkungan produksi | Melakukan pengawasan, audit, dan continuous improvement terhadap operasional GA & IT di seluruh lokasi kerja | Memimpin dan mengembangkan tim GA & IT (Head Office & Konveksi), serta berperan sebagai business partner bagi seluruh departemen | Requirements: | Pendidikan minimal S1 (Teknik Informatika, Sistem Informasi, Manajemen, atau jurusan terkait) | Pengalaman minimal 5 tahun di bidang General Affairs / IT, dengan minimal 2–3 tahun di posisi managerial | Berpengalaman mengelola operasional multi-lokasi (Head Office & Klinik Produksi/Konveksi) | Memahami pengelolaan aset, fasilitas, serta infrastruktur IT | Memiliki pengalaman dalam budgeting, cost control, dan efisiensi operasional | Memahami implementasi K3/HSE, khususnya di lingkungan produksi | Berpengalaman dalam vendor management dan project operasional | Memiliki kemampuan leadership dan pengambilan keputusan yang kuat | Kompetensi: | Hard Skills | Strategic Asset & Facility Management | IT Infrastructure & Security Management | Budgeting & Cost Control | Vendor & Contract Management | Risk Management & HSE/K3 | Project Management & Process Improvement | Data Analyse | Soft Skills | Leadership & Team Development | Strategic Thinking | Problem Solving & Decision Making | Communication & Influencing Skills | Negotiation Skills | Integrity & Accountability",[]
STAFF DX,https://id.jobstreet.com/id/job/91591279?type=standard&ref=search-standalone&origin=cardTitle#sol=e077a4a964bc85853984a38bb52cc97a23ce864e,PT Abadi Tambah Mulia Internasional,Jakarta Selatan,"Kualifikasi Umum | Pendidikan minimal S1 di bidang: Teknik Informatika/Sistem Informasi/Ilmu Komputer, atau bidang terkait | Memiliki pengalaman minimal 1–3 tahun di bidang IT / Digital Transformation (fresh graduate dipertimbangkan dengan portofolio kuat) | Memiliki kemampuan komunikasi dan problem solving yang baik | Kualifikasi Teknis (Wajib) | Menguasai minimal satu bahasa pemrograman: | Python (diutamakan) | Java / JavaScript / C# / Go (nilai tambah) | Memahami konsep: | API (REST / JSON) | Database (MySQL, PostgreSQL, atau NoSQL) | Pengalaman menggunakan: | Git (version control) | Framework (seperti FastAPI, Django, .NET, Node.js) | Kemampuan AI & Digital Transformation | Memahami dasar Artificial Intelligence / Machine Learning | Pernah membuat atau terlibat dalam project: | Machine Learning (klasifikasi, prediksi, dll) | Computer Vision / NLP (nilai tambah) | Familiar dengan tools/libraries: | TensorFlow / PyTorch / Scikit-learn | Pandas, NumPy | Memahami konsep: | Data preprocessing | Model training & evaluation | Nilai plus jika: | Pernah deploy model ke production (API / web app / Streamlit)","[""Python"", ""Java"", ""JavaScript"", ""Go"", ""Node.js"", ""Django"", ""FastAPI"", ""Git"", ""MySQL"", ""PostgreSQL"", ""API"", ""JSON"", ""Machine Learning"", ""NLP"", ""Pandas"", ""TensorFlow"", ""PyTorch""]"
Senior Facility Manager - Data Centre,https://id.jobstreet.com/id/job/91603904?type=standard&ref=search-standalone&origin=cardTitle#sol=145ff50ff3d89222a7621f3725d4f498b7a596f1,Jones Lang LaSalle Property Consultants Pte Ltd,Jakarta Raya,"• Acts as point of contact and accountability for each site of data centre operations | • Oversees key services, including operational management, contract management and client relationship management | • Establishes and continually improves service delivery model, ensuring client service response goals are met | • Oversees audits to ensure compliance with Uptime Tier III requirements and operations standards | • Measures and monitors Key Performance Goals | • Provides input on monthly/quarterly/annual SLA performance reporting | • Provides leadership, mentoring and coaching to facility management team | • Participates in weekly and monthly meetings with client management team | • Ensures 24x7x365 availability and response to critical alerts within committed SLA timeframes",[]
Software Developer,https://id.jobstreet.com/id/job/91677128?type=standard&ref=search-standalone&origin=cardTitle#sol=12179f09b29137a145fbae728a9c91c74cd02819,PT System Ever Indonesia,Jakarta Selatan,"Job Description : | Collaborate with other developers and cross-functional teams to understand project requirements. | Write clean, efficient, and maintainable code | Develop projects that within project timelines and deadlines | Debug and troubleshoot issues in the development, testing, and production environment | Requirements : | Graduated from Computer Science, Software Engineering, or related | Having 1-3 years experience in the same field. Fresh graduate are welcome | Able to speak english both speaking & writting | Proficient in database programming such a | s MS SQL or MySql | Willingness to learn and adapt to new technologies and mobile development practices. | Understand ERP System Flow and mobile application more preferable | Skills : | Database Programming (MS SQL and/or MySql) | UI/UX Basic | Analyze & Problem-Solving Skills","[""SQL"", ""UI/UX"", ""MySQL""]"
IT Infrastructure Staff,https://id.jobstreet.com/id/job/91587300?type=standard&ref=search-standalone&origin=cardTitle#sol=448dac7c2ab648163761cf876ee33021f6d6bd92,Perusahaan Dirahasiakan,Jakarta Raya,"Kualifikasi : | Pendidikan min. S1 Teknik Informatika / Teknik Komputer / jurusan sejenis | Pengalaman min. 1 tahun di bidang manajemen infrastruktur IT | Berpengalaman dalam instalasi dan troubleshooting infrastruktur IT, termasuk server, komputer, perangkat komunikasi (IP phone, radio PTP/comm, CCTV), jaringan (router,firewall, VLAN, DHCP), dll | Penempatan Head Office – Jakarta Pusat.","[""Troubleshooting""]"
Network Operation Technician,https://id.jobstreet.com/id/job/91510977?type=standard&ref=search-standalone&origin=cardTitle#sol=761e63251139e96f1e32b0954e3deb8424142887,Rahi Systems Pte. Ltd.,Cibitung,"We are looking for a hands-on Network Operations Technician to oversee critical data center network infrastructure, fiber deployment, and live operations. | This role sits at the heart of operations — ensuring projects are delivered on time, vendors perform to standard, and network uptime is never compromised. | Responsibilities | 1. Project & Vendor Management (Day 1 – Deployment Phase) | Supervise telecom dark fiber deployment, troubleshooting, and commissioning activities | Monitor high-risk works across external/internal fiber routes and data halls | Track project progress across multiple sites and ensure vendors meet timelines | Identify, escalate, and follow up on risks, issues, and solutions | Ensure compliance with SOPs, technical standards, and safety requirements | Coordinate site access and administrative support for vendors | Participate in site surveys and project planning | Provide regular progress reporting and continuous improvement inputs | 2. Operations & Maintenance (Day 2 – BAU Phase) | Provide onsite support during maintenance, upgrades, and change activities | Monitor and manage network operations, alerts, and incidents | Perform troubleshooting (network, hardware, fiber issues) and root cause analysis | Conduct preventive maintenance and inspections | Supervise vendors working in live data hall / supercore environments | Support network projects (migration, expansion, decommissioning) | Assist in switch upgrades, remote setup, and optical cable fault resolution | Ensure adherence to SOPs/MOPs and operational compliance | Qualifications & Preference | Effective communication and collaboration with stakeholders across functions and levels. | Proven troubleshooting, problem-solving, and decision-making skills under pressure. | Strong knowledge of data center interconnectionvitiy solutions/metro connect. | Ability to work independently and take ownership of outcomes. | Flexibility to support after office hours during incident. | Willingness to travel extensively across multiple sites (40-50km apart). | Willingness to work in challenging conditions with PPE requirement (undeveloped land, outdoor elements). | Ability to read and interpret technical drawings, floor plans, and wiring diagrams. | Strong knowledge of structured cabling standards and best practices.","[""Troubleshooting""]"
Data Center Facility Manager,https://id.jobstreet.com/id/job/91562962?type=standard&ref=search-standalone&origin=cardTitle#sol=ea98cfe0893c39736c79af28602a5adfbf3ef0b2,"PT Bank Permata, Tbk",Tangerang Selatan,"Company Description : | We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the Indonesia Stock Exchange. Permata Bank is a KBMI 3 with a strong core capital of nearly 50 trillion rupiahs. We believe that our employees are our greatest asset, and we are deeply committed to creating an environment where they can Learn, Grow, and Make a difference. This commitment is reflected in the recognition we've received-HR Excellent Award 2024 in the Learning Development and Knowledge Management categories. In addition, we achieve a net profit of over 2 trillions rupiahs in 2024, further solidifying our position as a leading financial institution. | Why PermataBank ? | Here at PermataBank, you will Learn, Grow, and Make A Difference, | You will have the appetite and the ability to learn many things, challenged to grow beyond ways you can imagine, and see the incredible difference you would have made along the journey. | This is our platform for you. We cannot promise a smooth ride, but rest assured, it is going to be a meaningful journey! | Learn : We always think innovatively to improve the way we work, making it easier, better and faster. | Grow : We provide excellent service to customers and encourage excellent performance in our daily work. | Make a difference : We understand each other and together build strong relationships with internal and external parties based on mutual respect. | Responsibilities | Ensure comprehensive management and control of Data Center Facilities, including DC infrastructure and network components | Oversee assessment, review, and certification processes to maintain operational standards | Maintain high operational reliability and ensure compliance with applicable standards and regulations | Identify, assess, and mitigate risks related to data center operations | Strengthen governance frameworks and improve the quality of decision-making processes | Coordinate effectively across cross-functional teams and external vendors | Ensure stable, secure, and well-controlled data center operations | Support sustainable business service continuity through reliable data center performance | Qualification Requirements | Bachelor’s degree in Information Technology, Electrical Engineering, Computer Science, or a related field | Strong knowledge of data center infrastructure design, operations, and maintenance standards | Strong problem-solving, organizational, and interpersonal skills | Directorates : | Technology | PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process.",[]
Junior Software Engineer,https://id.jobstreet.com/id/job/91648206?type=standard&ref=search-standalone&origin=cardTitle#sol=93e4327661e9edca040d1ad0877be425b6aff74c,PT Technet Vision Indonesia,Jakarta Raya,"Qualifications | Core Requirements | Bachelor’s degree in Computer Science, Software Engineering, Data Science, or related field. | 1–3 years of professional experience in full-stack software development. Fresh graduate is welcome to apply. | Proficiency in front-end technologies: HTML, CSS, JavaScript, and frameworks such as React.js (preferred), Vue.js, or Angular. | Proven experience in back-end development using Node.js (preferred), Python, Java, Ruby, or similar languages. | Strong knowledge of SQL and NoSQL databases, including schema design and query optimization. | Experience in RESTful API development and integration. | Strong understanding of OOP principles and modern software development practices. | Hands-on experience with CI/CD pipelines, Git, and deployment to production environments. | Familiarity with Agile / Scrum development methodologies. | AI & Solution Architecture Skills | Experience implementing and deploying machine learning models and integrating AI into production systems. | Knowledge of LLM fine-tuning, prompt engineering, and AI deployment workflows. | Understanding of RAG pipelines, vector databases, and cloud-based AI architectures. | Ability to design, document, and present system architectures to both technical and non-technical audiences. | Additional Qualifications | Experience building LLM-based chatbots, AI automation platforms, or intelligent SaaS products. | Knowledge of LangChain, Pinecone, Weaviate, or other vector database solutions. | Familiarity with containerization and orchestration (Docker, Kubernetes). | Certifications such as AWS Machine Learning, Google Cloud AI Engineer, or Solution Architect Professional. | Responsibilities | Translate business requirements into technical system designs and end-to-end AI-driven solutions. | Develop and implement AI models and integrate them into full-stack applications. | Manage the entire software development lifecycle (SDLC) — from design to deployment. | Provide technical support and guidance during implementation and post-deployment phases. | Collaborate with cross-functional teams (data engineers, frontend developers, DevOps) to deliver complete solutions. | Advise the business team on AI trends, opportunities, and strategic innovation. | Design solutions with scalability, maintainability, and security in mind. | Recommend appropriate technologies, architectures, and frameworks based on client needs and project goals. | Serve as a technical consultant for stakeholders, presenting solutions and guiding decision-making.","[""Python"", ""SQL"", ""Java"", ""JavaScript"", ""HTML"", ""CSS"", ""Ruby"", ""React"", ""Vue"", ""Angular"", ""Node.js"", ""AWS"", ""Docker"", ""Kubernetes"", ""Git"", ""CI/CD"", ""API"", ""Machine Learning"", ""LLM"", ""Prompt Engineering"", ""Agile"", ""Scrum""]"
IT Functional,https://id.jobstreet.com/id/job/91638302?type=standard&ref=search-standalone&origin=cardTitle#sol=a78597f657f28956514d7e3443b2bdb5fce380d5,PT. INTISUMBER BAJASAKTI,Medan,"IT Functional - Senior Staff | Deskripsi Pekerjaan: | Melakukan analisa serta menindak lanjuti masalah program berdasarkan laporan user | Memberikan rekomendasi perbaikan & pengembangan sistem kepada Tim Developer | Menyusun dokumentasi teknis: Flowchart, FSD, User Manual | Melakukan testing, implementasi, dan memberikan training penggunaan system | Membantu menangani troubleshooting divisi Finance dan Sales | Membantu pelatihan user terkait | Kualifikasi: | S1 Teknik Informatika / Sistem Informasi / atau jurusan terkait | Pengalaman minimal 3 tahun sebagai IT Functional / Business Analyst | Memahami proses bisnis Finance dan Sales | Menguasai Excel & database SQL Server | Pengalaman / pengetahuan Machine Learning & AI menjadi nilai tambah | Komunikatif, mampu memahami kebutuhan user, dan berpikir analitis | Bersedia bekerja Senin–Sabtu | Penempatan Medan, Sumatera Utara","[""SQL"", ""Machine Learning"", ""Excel"", ""Troubleshooting""]"
IT & Web Developer,https://id.jobstreet.com/id/job/91622239?type=standard&ref=search-standalone&origin=cardTitle#sol=f5d01a64ee6bce8bd0cd0bd935339c92bb315ad3,PT Lamindo Prima Mandiri,Jakarta Raya,"Berpengalaman minimal 2 tahun | Memiliki gelar/lulusan sarjana dalam bidang Teknik Informatika/ Ilmu Komputer / Sistem Informasi atau bidang terkait. | Mampu membuat website | Mengerti implementasi server, baik server aplikasi maupun server database | Berpengalaman membuat dan mengembangkan website | Menguasai PHP, HTML, Java, CSS, Javascript atau pemrograman berbasis web | Menguasai RDBMS SQL Server, MySql, Oracle atau lainnya | Menguasai framework codeigniter (CI), Laravel, angular, vuejs atau framework lainnya | Memiliki kemampuan tes software, pengembangan, dan pemeliharaan | Dapat bekerjasama dalam tim | Dapat membuat aplikasi Mobile merupakan nilai tambah","[""SQL"", ""Java"", ""JavaScript"", ""HTML"", ""CSS"", ""PHP"", ""Angular"", ""Laravel"", ""MySQL"", ""Oracle""]"
