Job Title,Job URL,Company,Location,Job Description,required_skills
System Engineer,https://id.jobstreet.com/id/job/91753013?type=standard&ref=search-standalone&origin=cardTitle#sol=1c386bfda17c48a2c544845df88c566b84276c79,PT. Wide Technologies Indonesia,Jakarta Selatan,"We are an established IT Consulting firm, partnering with top regional and global clients to deliver robust and scalable technology solutions. To support our rapid growth, we are looking for a | System Engineer | who is ready to take on challenging projects and contribute to mission-critical infrastructure. | Responsibilities | Design, implement, and maintain enterprise IT infrastructure, including servers, storage, virtualization, and cloud environments. | Monitor system performance and troubleshoot complex issues to ensure high availability and reliability. | Handle technical implementation system infrastructure to customer | Handle communication & relationship to customer and partnership | Collaborate with cross-functional teams to deliver secure, scalable, and efficient solutions. | Ensure compliance with IT policies, security standards, and best practices. | Manage vendor relationships and coordinate with external partners for service delivery. | Requirements | Bachelor’s degree in Computer Science, Information Technology, or related field. | Strong Experience deploy java springboot application using kubernetes engine (openshift, tanzu, rancher, esle..) | Strong Experience with microservices deployment (vault, docker, container, service discovery) | Strong Experience with SDLC Infrastructure (Gitlab) | Experience with Basic Query database to houskeeping database (Postgresql and Oracle DB) | Strong expertise in Windows/Linux servers, VMware/Hyper-V virtualization, and networking fundamentals. | Experience using reverse proxy such like apache or nginx. | Experience with service mesh. | Able to understanding and learn about legacy technologies (Monolith). | Have a good communication skills & language (Indonesian & English).","[""Java"", ""Linux"", ""Docker"", ""Kubernetes"", ""GitLab"", ""Networking"", ""PostgreSQL"", ""Oracle""]"
IT Security Analyst,https://id.jobstreet.com/id/job/91576318?type=standard&ref=search-standalone&origin=cardTitle#sol=2e0926a9e86d7296d11eb13a79ceb1ad5cee17b2,PT Graha Karya Informasi,Jakarta Raya,"Job Purpose | Support the IT Security team in protecting company systems, data, and users by following established security policies, assisting with daily security operations, and helping manage access, incidents, and compliance activities. | ________________________________________ | Key Responsibilities | • Support day to day IT Security operations across systems, applications, and user access | • Help monitor and report security incidents, and escalate issues when required | • Support endpoint, network, and application security activities under supervision | • Assist in implementing and maintaining IT Security policies, standards, and procedures | • Coordinate with internal IT teams and vendors on security related requests | • Prepare basic documentation and reports for audits or internal reviews | • Participate in security awareness and improvement initiatives | ________________________________________ | Required Qualifications | • Bachelor’s degree in Information Technology, Computer Science, or related field | • 1–2 years experience in IT, IT Security, SOC, Infrastructure, or IT Support | • Basic understanding of information security concepts | • Familiar with IT environments (users, systems, applications) | • Willingness to learn and follow established procedures | • Have knowledge OSI layer | • Have knowledge cyber security framework (OWASP, NIST, ISO 27001, PCI DSS) | ________________________________________ | Preferred Skills & Knowledge | • Basic knowledge of: | o User access management (e.g. Active Directory, email access) | o Endpoint or antivirus tools | o Network concepts (VPN, firewall – basic level) | • Awareness of IT Security standards or compliance requirements | • Exposure to security tools or monitoring systems is an advantage but not mandatory | ________________________________________ | Soft Skills & Competencies | • Good communication and coordination skills | • Detail oriented and organized | • Able to follow instructions and work within defined processes | • Team player with a positive learning attitude | • Comfortable handling routine operational tasks","[""Cyber Security""]"
IT Database Administrator,https://id.jobstreet.com/id/job/91764173?type=standard&ref=search-standalone&origin=cardTitle#sol=26dfcf6e4f7c28c6230ee0e6b5ac26869a4bc232,PT Prawathiya Karsa Pradipta,Bekasi,"Tanggung Jawab Utama: | Monitoring & optimasi database (performance, query, index) | Maintenance rutin & backup–recovery database | Menjaga keamanan dan availability database | Support tim developer & dokumentasi sistem | Kualifikasi Utama | Pendidikan minimal | D3/S1 Informatika, Sistem Informasi, atau bidang terkait | Pengalaman | 2–4 tahun | sebagai | Database Administrator | di environment produksi | Menguasai | RDBMS | : MySQL, PostgreSQL, SQL Server, atau Oracle | Memahami | High Availability, Replication, dan basic clustering | Berpengalaman dalam | migrasi database atau upgrade versi | Familiar dengan | Cloud Database | : AWS RDS, GCP Cloud SQL, Azure, atau Alibaba Cloud ApsaraDB | Memiliki kemampuan | analisa, troubleshooting, dan dokumentasi | yang baik | Penempatan di | Cibubur - Bekasi | Nilai Tambah (Plus Point) | Pengalaman mengelola database | skala menengah hingga besar | Terbiasa berkolaborasi dengan | tim aplikasi atau DevOps | Memahami | performance monitoring | dan | capacity planning","[""SQL"", ""AWS"", ""Azure"", ""GCP"", ""MySQL"", ""PostgreSQL"", ""Oracle"", ""Troubleshooting""]"
IT Project Manager,https://id.jobstreet.com/id/job/91652098?type=standard&ref=search-standalone&origin=cardTitle#sol=34853e8d9141def822c6bde6c25f9c32363b7605,PT Intikom Berlian Mustika - Talent Acquisition,Jakarta Raya,"Memimpin dan mengelola proyek | IT Infrastructure | end-to-end mulai dari perencanaan, eksekusi, monitoring hingga penyelesaian proyek. | Mengelola proyek infrastruktur berskala enterprise seperti | data center modernization, cloud transformation, network modernization, dan cybersecurity improvement | . | Menyusun | project plan, timeline, resource allocation, dan budget management | untuk memastikan proyek berjalan sesuai target waktu dan biaya. | Berkoordinasi dengan berbagai stakeholder seperti | tim IT, vendor, management, dan unit bisnis | untuk memastikan keberhasilan implementasi proyek. | Melakukan | risk management, issue management, dan change management | selama siklus proyek berlangsung. | Memastikan implementasi infrastruktur sesuai dengan | best practice, standar keamanan, dan kebijakan IT perusahaan | . | Mengawasi implementasi teknologi seperti | network infrastructure, servers, storage, virtualization, dan cloud platforms | . | Memastikan kesiapan | backup, disaster recovery, dan business continuity | dalam setiap proyek infrastruktur. | Menyusun | laporan progress proyek secara berkala kepada manajemen dan stakeholder terkait | . | Mengelola beberapa proyek secara paralel dengan memastikan kualitas deliverables tetap optimal. | Pendidikan | Minimal | S1 | di bidang | Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Elektro | , atau bidang terkait IT. | Memiliki pengalaman | minimal 3 tahun di bidang IT Infrastructure atau domain teknis IT | . | Memiliki pengalaman | minimal 4 tahun sebagai Project Manager | dalam proyek IT Infrastructure berskala besar. | Berpengalaman dalam implementasi proyek seperti: | Cloud migration | Network modernization | Data center upgrade | Virtualization | Cybersecurity implementation | Technical Skills | Memahami teknologi infrastruktur seperti: | Networking (LAN/WAN, SD-WAN, Firewall) | Server & Storage Infrastructure | Virtualization (VMware / Hyper-V) | Cloud Platforms (Azure, AWS, GCP) | Backup & Disaster Recovery | IT Security Principles | Memiliki pemahaman terkait | ITIL framework dan enterprise architecture | . | Berpengalaman menggunakan tools | MS Project, Jira, dan Confluence | . | Project Management Skills | Memiliki kemampuan | project planning, budgeting, dan execution | yang kuat. | Berpengalaman menggunakan metodologi | Waterfall dan Agile | . | Mampu mengelola | multiple projects secara bersamaan | . | Memiliki kemampuan | komunikasi dan stakeholder management | yang sangat baik. | Memiliki | leadership dan decision-making skills | yang kuat. | Terorganisir, detail oriented, dan mampu bekerja dalam lingkungan yang dinamis. | Sertifikasi (Preferred) | PMP (Project Management Professional) | atau | PRINCE2 | . | ITIL Foundation | atau level lebih tinggi. | Cloud certifications | seperti | Azure / AWS | . | Sertifikasi teknis seperti | Cisco, VMware | , atau setara menjadi nilai tambah.","[""AWS"", ""Azure"", ""GCP"", ""Networking"", ""Cisco"", ""Agile""]"
Design Engineer,https://id.jobstreet.com/id/job/91538613?type=standard&ref=search-standalone&origin=cardTitle#sol=b98f9c1257eac48930e8745ae32c43fbc520cc06,Prima Kita Group,Lawang,"Gambaran Umum Pekerjaan | Salah satu Perusahaan kami yaitu PT. Lawangmas Primapack Indonesia yang berlokasi di Lawang, Kabupaten Malang, sedang mencari seorang | Design Engineer | yang berpengalaman untuk bergabung dengan tim kami. | Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan | S1 Design Komunikasi Visual. | Minimal 2 tahun pengalaman sebagai Design Engineer | Mampu menggunakan Adobe Photoshop, Adobe Illustrator, Macintosh dan program penunjang lainnya. | Disiplin dan bertanggung jawab terhadap tugas | Mampu berbahasa Inggris dan Mandarin merupakan nilai tambah | Penempatan Lawang, Kabupaten Malang",[]
IT Programmer,https://id.jobstreet.com/id/job/91445658?type=standard&ref=search-standalone&origin=cardTitle#sol=bbf46f2d87848209796f570af7b62b6559c8ac61,Perusahaan Dirahasiakan,Jakarta Barat,"Deskripsi Pekerjaan: | Develop dan mengembangkan system sesuai FSD dan kebutuhan | Berkolaborasi dengan System Analyst dan tim design | Maintenance system | Melakukan integrasi application programing interface (API) | Mengatur dan menjamin keamanan system | Menerjemahkan desain menjadi tampilan yang dapat diakses orang awam (pengguna) | Melakukan laporan terjadwal | Bersedia overtime ketika ada kebutuhan mendesak | Kualifikasi : | Berpengalaman sebagai IT Programmer minimal 3 tahun | Lebih disukai mempunyai pengalaman menyelesaikan project aplikasi | Menguasai bahasa pemograman C# .Netcore/Framework, Javascript | Familiar membangun system menggunakan Web API | Familiar dengan konsep micro service | Menguasai databased PostgreSQL | Familiar tools version control (Git/Bit Bucket) | Kemampuan troubleshooting system | Bersedia dinas keluar kota | Memiliki kemampuan untuk berpikir kreatif dalam merancang solusi system | Memiliki kemampuan komunikasi yang baik | Bisa bekerja secara individu maupun tim","[""JavaScript"", ""Git"", ""PostgreSQL"", ""API"", ""Troubleshooting""]"
Backend Developer (Golang),https://id.jobstreet.com/id/job/91486457?type=standard&ref=search-standalone&origin=cardTitle#sol=5718e3c9e7bee1569f94edc493f3304aebd2e8f9,PT Indocyber Global Teknologi,Jakarta Raya,"About the role | We’re hiring | Backend Developer (Golang) | Indocyber Global Teknologi is looking for experienced Golang Engineers to join our team for a | banking project | . | 📍 Location: Jakarta (WFO) | 📄 Contract-based | Requirements: | Minimum 2 years of experience in Golang | Experience with | Gin/Echo & GORM | Familiar with | goroutines (concurrency) | Experience with | Kafka or RabbitMQ | Bachelor’s degree in IT or related field | About us: | PT Indocyber Global Teknologi is a leading technology company that specialises in the development of innovative software solutions. With a strong focus on delivering excellence, we work with clients across a variety of industries to help them achieve their business goals through the power of technology. Our team of talented professionals is dedicated to driving innovation and creating a positive impact in the industry. | If you're ready to join a dynamic and innovative team, we encourage you to apply for this Golang Developer role at PT Indocyber Global Teknologi. Click the | ""Apply now"" | button to get started.","[""Golang""]"
"Presales for AIDC, Networking & Handy Talky Product - Surabaya Area",https://id.jobstreet.com/id/job/91706225?type=standard&ref=search-standalone&origin=cardTitle#sol=7930008ecda54bb37c12436c1cadaad2a75a3375,PT Harrisma Informatika Jaya,Surabaya,"Presales / Technical Consultant AIDC, Networking & Handy Talky Product - Surabaya Area Placement : | Is a technical who do the sales and marketing job support in the technical side, such as product update, support partner, survey, making proposal, presentation and giving a solution to customer. | Main Duties : | Tandem with sales team in sales job to selling IT Solution (Product & Services) in technical side, with making the product update, support partner, proposal, doing the presentation, survey about the customer needs, condition in the project ( end user project ) and provide the solution from proposal, until project goal and finished. | Provide technical skill and advice / recomendation, such as proposal in technical side and training end user / customer about IT Solution (Product & Services). | Do Research for products, services, solutions and market trend for related technology. | Ensuring that the company’s Solution (Product & Services) can deliver on the customer’s requirements. | Requirements : | Minimum D3. | Have own a vehichle ( Motor / Car ) is a must. | Able to communicate in English both oral and written (English Active) is a must. | Able to communicate in mandarin (passive) is our priority. | Understand about IT Product, Solution & Services is a must, specific to AIDC, Networking and Handy Talky Product. | Must having at least 3 years of working experience in the related field is required for this position as a Pre Sales Consultant in System Integrator / IT Consultant Company. | Able to work independenly, having good communication, interpersonal, technical presentation and solution skills. | Strong ability to clearly demonstrate solutions, resourceful & strong problem solving skills. | Willingness and strong passion in learning new technologies and practices. | Fast learner and have attention to detail & able to work under pressure. | Willing to work in Surabaya Area (Branch Office) and assigned to the customer project or other cities in East Indonesia if necesary, and go to customer place to do the presentation, training, ect, for sales support | .","[""Go"", ""Networking""]"
Staff IT,https://id.jobstreet.com/id/job/91623611?type=standard&ref=search-standalone&origin=cardTitle#sol=897a913decaa050431ead8762ee0385f95f2c7a4,ARTHA UTAMA PLASINDO,Bekasi,"Gambaran Umum Pekerjaan | Kami sedang mencari | Staff IT | yang berpengalaman dan tekun untuk bergabung dengan tim teknologi kami di | ARTHA UTAMA PLASINDO' | . Sebagai Staff IT, Anda akan memainkan peran kunci dalam memastikan infrastruktur teknologi kami tetap berfungsi dengan baik dan mendukung operasi bisnis yang lancar di seluruh kantor kami yang berlokasi di | Bekasi, Jawa Barat | . Posisi ini akan menawarkan peluang untuk mengembangkan keterampilan teknologi Anda sambil berkontribusi pada kesuksesan perusahaan kami. | Tanggung Jawab Utama | Mengidentifikasi, mendiagnosis, dan memecahkan masalah perangkat keras dan perangkat lunak yang dihadapi pengguna. | Memantau dan memelihara infrastruktur jaringan, server, dan sistem komputer perusahaan. | Memberikan dukungan teknis dan pelatihan pengguna untuk memastikan mereka dapat menggunakan sistem dan aplikasi dengan efektif. | Mengimplementasikan dan memelihara solusi keamanan siber untuk melindungi aset TI perusahaan. | Berkolaborasi dengan tim lain untuk mengidentifikasi dan menerapkan peningkatan proses dan teknologi yang dapat meningkatkan efisiensi. | Menjaga dokumentasi yang lengkap tentang infrastruktur TI dan prosedur operasi standar. | Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan | Diploma 3 (D3) atau gelar Sarjana (S1) dalam Teknologi Informasi, Sistem Informasi, atau bidang terkait. | Minimal 2 tahun pengalaman bekerja dalam peran dukungan atau administrasi TI yang serupa. | Pengetahuan yang kuat tentang jaringan, server, keamanan siber, dan sistem operasi. | Kemampuan analitis dan pemecahan masalah yang baik untuk mendiagnosis dan mengatasi masalah TI. | Keterampilan komunikasi yang baik untuk berinteraksi dengan pengguna di semua tingkatan organisasi. | Kemampuan bekerja secara mandiri maupun dalam tim. | Pemahaman tentang best practice manajemen infrastruktur TI. | Manfaat Utama | Paket remunerasi yang menarik, termasuk gaji kompetitif dan tunjangan. | Kesempatan untuk pengembangan profesional dan pertumbuhan karir dalam lingkungan kerja yang dinamis. | Cuti tahunan yang komprehensif dan manfaat kesehatan yang baik. | Lingkungan kerja yang kekeluargaan dan kolaboratif, dengan peluang untuk berkontribusi pada pertumbuhan perusahaan. | Tentang Kami | ARTHA UTAMA PLASINDO' | adalah perusahaan manufaktur plastik terkemuka di Indonesia yang berdedikasi untuk menghasilkan produk berkualitas tinggi dengan menerapkan praktik bisnis yang berkelanjutan. Kami bangga akan budaya inovatif dan kolaboratif kami yang mendorong karyawan kami untuk mencapai potensi maksimal mereka. Jika Anda tertarik untuk bergabung dengan kami, lamar posisi ini sekarang!",[]
Software Engineer,https://id.jobstreet.com/id/job/91448510?type=standard&ref=search-standalone&origin=cardTitle#sol=7b9a4b69d77bc6792d1e11d665c88eb6268f690f,PT Norxel Teknologi Indonesia,Semarang,"Kesempatan | PT Norxel Teknologi Indonesia, sebuah perusahaan teknologi inovatif yang berbasis di Jakarta Utara, Kelapa Gading sedang mencari Software Engineer yang berbakat dan berpengalaman untuk bergabung dengan tim kami. Dalam peran ini, Anda akan menjadi bagian integral dari pengembangan produk dan aplikasi terkemuka kami, serta berkolaborasi dengan tim lintas-fungsional untuk menghadirkan solusi teknologi yang andal dan canggih. | Tanggung Jawab Utama | Membantu dalam perancangan, pengembangan, dan pemeliharaan aplikasi perangkat lunak | Mendukung implementasi algoritma dan arsitektur sistem sederhana | Membantu mengidentifikasi serta menyelesaikan permasalahan teknis di bawah bimbingan tim senior | Berkolaborasi dengan tim desain, produk, dan engineer dalam pengembangan fitur aplikasi | Menerapkan praktik dasar pengembangan perangkat lunak, termasuk pengujian dan dokumentasi kode | Mempelajari dan mengadopsi teknologi baru yang digunakan dalam pengembangan produk | Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan | Mahasiswa tingkat akhir atau fresh graduate dari jurusan Ilmu Komputer, Teknik Informatika, atau bidang terkait | Memiliki pemahaman dasar bahasa pemrograman seperti Java, Python, PHP, atau C++ | Memahami dasar pemrograman Java dan pengembangan aplikasi mobile menjadi nilai tambah | Memahami dasar penggunaan database MySQL dan PostgreSQL | Mampu bekerja dalam tim, memiliki komunikasi yang baik, dan mampu beradaptasi dengan teknologi baru | Tentang PT Norxel Teknologi Indonesia | PT Norxel Teknologi Indonesia adalah perusahaan teknologi terkemuka yang berfokus pada pengembangan solusi inovatif untuk memecahkan tantangan bisnis. Kami berkomitmen untuk menjadi pemimpin di bidang teknologi informasi dan komunikasi di Indonesia, dengan menyediakan produk dan layanan yang berkualitas tinggi bagi klien kami. Tim kami terdiri dari profesional berbakat yang berdedikasi untuk mewujudkan visi kami, dan kami memelihara budaya inovasi, kolaborasi, dan pertumbuhan yang berkelanjutan. | Tertarik untuk menjadi bagian dari tim kami? Lamar sekarang dan bergabunglah dengan perjalanan kami menuju kesuksesan teknologi yang luar biasa!","[""Python"", ""Java"", ""PHP"", ""MySQL"", ""PostgreSQL""]"
