Job Title,Job URL,Company,Location,Job Description,required_skills
"Network Operations Engineer, Corporate IT",https://id.jobstreet.com/id/job/91351552?type=standard&ref=search-standalone&origin=cardTitle#sol=b5bbd13eada29566c3e00f06c2f1a6e8cce9c54c,PT Sea Group,Indonesia,"Corporate IT is the backbone of our business. Our team helps the company to develop a competitive advantage through defining our technology objectives, assessing solution options, and devising technical solutions that help us achieve both strategic goals and meet operational requirements. As a part of our team, you’ll help deliver seamless IT experiences and support to our internal employees by providing responsive helpdesk service, stable networks and reliable IT systems. | As a Network Engineer, you will be part of our Technical team and responsible for corporate network design and governance, implementation of various technical solutions to meet corporate requirements, and providing technical support in a fast-paced and demanding environment. | Analyze requirements and perform network solutioning, planning, installation and setup of network systems | Plan, engineer, and monitor the security arrangements for the protection of the network environment | Configure, operate and maintain network devices and firewalls using industrial standard criteria | Review new solutions and improve resilience of the current network environment | Provide network operation support, problem isolation, and troubleshooting for network incidents and escalate to vendor and management accordingly | Bachelor's degree or higher in Computer Science/Information Technology or relevant field | Minimum 1 years of relevant experience operating in a similar role | Good understanding of network theory(TCP/IP, Switching, Routing, Security), network architecture(campus network) and services(LAN, Wifi, VPN, SD-WAN) | Experienced in network products such as Cisco/Huawei switches/routers/wireless controllers and Palo alto/Fortigate firewalls | Experienced in systems administration with Linux/Windows, in system services such as AD, DHCP, DNS, NTP, AAA servers(NPS, ISE) is a plus | Experienced in network automation concept(python, ansible, git) is a plus CCNA/CCNP is a plus | Good communication and coordination skills with both internal and external stakeholders | May be required to provide on-call support | Initiative, enthusiasm and willingness to learn in a fluid and fast-paced environment | Has passion for technology and wants to make a difference with technology solutions | Good interpersonal and communication skills to interact effectively at all levels. Strong analytical and troubleshooting skills","[""Python"", ""Linux"", ""Git"", ""Cisco"", ""Routing"", ""Switching"", ""CCNA"", ""Troubleshooting""]"
IT Business Analyst,https://id.jobstreet.com/id/job/91757168?type=standard&ref=search-standalone&origin=cardTitle#sol=bd81f3ef91bbec6b929335ee33a30b1ff8fdc068,PT 360 TEKNOLOGI INDONESIA,Jakarta Raya,"Gambaran Umum Pekerjaan | PT 360 TEKNOLOGI INDONESIA, sebuah perusahaan teknologi terkemuka di Indonesia, mencari seorang IT Business Analyst yang berpengalaman untuk bergabung dengan tim kami. Dalam peran ini, Anda akan menjadi penghubung vital antara kebutuhan bisnis dan kemampuan teknologi, memastikan bahwa solusi yang dikembangkan memenuhi tujuan strategis perusahaan. Posisi ini akan berbasis di Jakarta dan menawarkan fleksibilitas kerja remote atau hybrid. | Tanggung Jawab Utama | Menganalisis kebutuhan bisnis dan menerjemahkannya ke dalam persyaratan teknis yang jelas | Berkolaborasi dengan tim pengembangan untuk merancang dan mengimplementasikan solusi teknologi yang selaras dengan tujuan bisnis | Mengidentifikasi dan menganalisis proses bisnis yang dapat ditingkatkan dengan menggunakan teknologi | Memfasilitasi sesi pengumpulan persyaratan dan lokakarya dengan pemangku kepentingan | Mengembangkan spesifikasi fungsional dan dokumentasi teknis yang komprehensif | Memantau proyek dan memberikan pembaruan status secara teratur kepada manajemen | Mengidentifikasi risiko dan masalah potensial serta mengembangkan rencana mitigasi | Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan | Gelar sarjana dalam Teknologi Informasi, Sistem Informasi, atau bidang terkait | Minimal 3 tahun pengalaman sebagai Analis Bisnis atau Analis Sistem dalam industri teknologi | Pemahaman yang mendalam tentang metodologi pengembangan perangkat lunak dan proses bisnis | Kemampuan analitis yang kuat dan keterampilan pemecahan masalah yang baik | Kemampuan untuk berkomunikasi secara efektif dengan pemangku kepentingan teknis dan non-teknis | Pengetahuan tentang alat dan teknik pemodelan proses bisnis, seperti UML dan BPMN | Berpikir kritis, berorientasi pada detail, dan kemampuan multitasking yang baik | Tentang PT 360 TEKNOLOGI INDONESIA | PT 360 TEKNOLOGI INDONESIA adalah perusahaan teknologi terkemuka di Indonesia yang berdedikasi untuk menyediakan solusi inovatif dan andal bagi klien kami. Didirikan pada tahun 2010, kami telah berkembang menjadi perusahaan terkemuka di industri teknologi informasi dan komunikasi, melayani berbagai sektor dengan komitmen kami terhadap kualitas, keamanan, dan inovasi. Dengan tim yang terdiri dari profesional yang berbakat dan berkomitmen, kami terus memperluas batas-batas teknologi untuk membantu klien kami meraih sukses. | Tertarik untuk bergabung dengan tim kami? | Lamar sekarang | untuk peran IT Business Analyst yang menantang ini di PT 360 TEKNOLOGI INDONESIA.",[]
Product Innovation Specialist,https://id.jobstreet.com/id/job/91291929?type=standard&ref=search-standalone&origin=cardTitle#sol=8bd447a12592353c17a943dc60d075011c211318,Glowies Beauty,Cimahi,"Tugas dan Tanggung Jawab: | Melakukan pengembangan produk meliputi merancang formulasi untuk produk baru, memilih bahan baku, dan menyesuaikan formulasi | Meneliti tren industri skincare terbaru dan mengidentifikasi kebutuhan pasar | Memastikan produk mematuhi regulasi lokal dan internasional | Berkoordinasi dengan vendor terkait pengadaan bahan baku dan proses produksi | Berkoordinasi dengan tim Warehouse dan Marketing | Mengembangkan formulasi berdasarkan umpan balik konsumen | Memantau efektivitas produk yang telah diluncurkan | Kualifikasi: | Pendidikan minimal S1 Farmasi / Kimia (diutamakan Kimia Industri atau Kimia Terapan) | Memiliki pemahaman tentang bahan baku kosmetik, pembuatan skincare, dan tren industri | Memiliki pengetahuan tentang regulasi BPOM | Familiar dengan pengembangan produk baru dan formulasi produk | Memiliki pengalaman atau pemahaman di bidang formulasi kosmetik menjadi nilai tambah | Berdomisili di Bandung/Cimahi",[]
Microsoft Engineer,https://id.jobstreet.com/id/job/91484113?type=standard&ref=search-standalone&origin=cardTitle#sol=727a9f589b2b0daa526713877f1d5794c380e396,PT Graha Karya Informasi,Jakarta Selatan,"Kesempatan | Perusahaan | PT Graha Karya Informasi | , yang beroperasi di bidang | Teknologi Informasi & Komunikasi, | sedang mencari seorang | Microsoft Engineer | yang berpengalaman untuk bergabung dengan tim kami di kantor kami yang berlokasi di | Jakarta Selatan, Jakarta. | Dalam peran ini, Anda akan memainkan peran penting dalam memberikan dukungan teknis dan pemeliharaan sistem berbasis Microsoft bagi pelanggan kami. | Tanggung Jawab Utama | Memberikan dukungan teknis dan pemecahan masalah terkait perangkat lunak dan perangkat keras Microsoft kepada pengguna akhir. | Menginstal, mengonfigurasi, dan memperbarui sistem operasi, aplikasi, dan perangkat lunak Microsoft. | Memantau dan memastikan ketersediaan dan kinerja sistem Microsoft yang optimal. | Mengidentifikasi dan mengatasi masalah atau kerentanan keamanan dalam infrastruktur Microsoft. | Memberikan pelatihan dan panduan kepada pengguna akhir tentang penggunaan perangkat lunak dan sistem Microsoft. | Berkoordinasi dengan tim IT lainnya untuk memastikan solusi yang terintegrasi dan efektif. | Kualifikasi yang Dibutuhkan | Gelar diploma atau sarjana dalam Teknologi Informasi, Sistem Informasi, Teknik Komputer, atau bidang terkait. | Memiliki sertifikasi Microsoft yang relevan, seperti MCSA, MCSE, atau yang setara. | Minimal 3 tahun pengalaman sebagai Microsoft Engineer atau peran serupa dalam lingkungan teknologi informasi. | Mahir dalam menginstal, mengonfigurasi, dan memecahkan masalah pada sistem operasi Windows, server, dan aplikasi Microsoft. | Memiliki pengetahuan yang baik tentang manajemen jaringan, keamanan, dan pemecahan masalah. | Kemampuan berkomunikasi yang baik, baik secara lisan maupun tertulis, dan berorientasi pada layanan pelanggan. | Bersedia belajar dan beradaptasi dengan teknologi terbaru. | Manfaat Utama | Paket kompensasi yang kompetitif dengan gaji tetap dan tunjangan menarik. | Kesempatan untuk mengembangkan keahlian teknis Anda dan berkarier di lingkungan teknologi yang dinamis. | Lingkungan kerja yang kolaboratif dan mendukung, dengan kesempatan untuk belajar dari rekan-rekan yang berpengalaman. | Fasilitas kantor yang nyaman dan dilengkapi dengan peralatan modern. | Asuransi kesehatan komprehensif dan program pensiun. | Tentang Kami | PT Graha Karya Informasi | adalah perusahaan penyedia solusi teknologi informasi terkemuka di Indonesia. Kami membantu organisasi di berbagai sektor untuk mengoptimalkan pemanfaatan teknologi guna meningkatkan efisiensi, produktivitas, dan daya saing. Dengan tim profesional kami yang berdedikasi dan berpengalaman, kami bangga dapat menyediakan layanan yang berkualitas tinggi dan solusi inovatif bagi pelanggan kami. | Kami berkomitmen untuk menciptakan lingkungan kerja yang inklusif, di mana semua karyawan dapat berkembang dan mencapai potensi penuh mereka. Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis, lamar sekarang juga!",[]
QA Manual,https://id.jobstreet.com/id/job/91399402?type=standard&ref=search-standalone&origin=cardTitle#sol=d7023c4230bd8b73e505fcc90171331212baeea9,Gefami Services Indonesia,Jakarta Raya,"Minimum 2 year experience as IT QA (plus if QA Engineer) | Experienced in creating and running test based on test script | Having knowledge in query language to check data in database, postman to check data in API. | Strong debug skill to check data communication via browser's developer tools or any similar tools to find fault in quality | Know automation concept, methods and tools to optimizes QA test result | Having experience in setup and config load test or stress test case | Willing to be placed in the client's office | Project Based 3 Month | Having a humourous and good attitude, can work in multiple project, following latest trend in testing area | As a QA you will be tasked to create and running test script on delivered project to makesure the quality is on par with enterprise level, you will be working closely with PM, BA and Developer to makesure smooth product delivery.","[""API"", ""Postman"", ""QA""]"
IT Network Engineer - Pontianak,https://id.jobstreet.com/id/job/91680708?type=standard&ref=search-standalone&origin=cardTitle#sol=714a76ce12417c31abc83790c3a03ede6d3a957d,PT Duta Generasi Mandiri,Pontianak,- Melakukan aktivitas instalasi dan aktivasi kepada pelanggan. | - Memberikan dukungan teknis kepada pelanggan melalui pemecahan masalah jarak jauh atau di tempat. | - Memberikan solusi teknis untuk mendukung peralatan jaringan akses pelanggan. | - Memberikan informasi dan memastikan layanan pelanggan bisa di gunakan dan tidak terkendala. | - Memastikan pelanggan mengerti apabila terjadi kendala baik secara teknis atau non teknis | - Memastikan layanan yang disediakan oleh perusahaan dapat diterima dengan baik oleh pelanggan sesuai dengan visi dan misi perusahaan.,[]
Information Technology Analyst,https://id.jobstreet.com/id/job/91179783?type=standard&ref=search-standalone&origin=cardTitle#sol=242029d85963b66a6096a01edb02975b9fcd3484,PT Sea Group,Indonesia,"Corporate IT is the backbone of our business. Our team helps Sea develop a competitive advantage through defining our technology objectives, assessing solution options, and devising technical solutions that help us achieve both strategic goals and meet operational requirements. As a part of our team, you’ll help deliver seamless IT experiences and support to our employees at Sea by providing responsive helpdesk service, stable networks and reliable IT systems. | We are looking for an IT professional to join our team in providing end user support and daily operations. As an IT Analyst, you will be responsible for implementing IT operations according to policy, interpret IT related issues on both System and User side to meet corporate requirements, and provide technical support in a fast-paced and demanding environment. | Provide day-to-day technical support to end users and ensure the smooth running of computers, network devices and printers | Troubleshoot and resolve end user application issues, maintain and update technical support documentation | Handle asset management, maintain inventory and liaise with vendors | Maintain and monitor office network infrastructure, IT security and antivirus tools | Other duties include performing first level troubleshooting and support for scheduled server backups, system monitoring and reports | In-depth knowledge of computer hardware, software, and OS (Windows and macOS) | Understanding of TCP/IP, IP addressing and LAN technology including switching and routing fundamentals | Hands-on experience in Windows server administration and basic knowledge in Linux server administration is a plus | Knowledge of basic setup and configuration of Cisco devices such as firewall, switch, IP phones, wireless controller and access points is a plus | Diploma or degree in Computer Sciences, Information Technology or a related field preferred","[""Linux"", ""Cisco"", ""Routing"", ""Switching"", ""Troubleshooting""]"
Teknisi Jaringan Wifi - Bali,https://id.jobstreet.com/id/job/91767810?type=standard&ref=search-standalone&origin=cardTitle#sol=04864c96be8ce760397778e7b863299afb2736b3,PT Duta Generasi Mandiri,Bali,"Kualifikasi : | Pendidikan min. SMA/SMK | Pengalaman dibidang fiber optik, FTTH, ISP atau IT | Siap ditempatkan di semua area bali | Siap bergabung cepat | Benefit : | Gaji Pokok UMK terbaru sesuai penempatan | Tunjangan pendidikan (untuk D3/S1) | BPJS Kesehatan dan Ketenagakerjaan | THR | Lembur",[]
Functional Analyst – Supply Chain [Contract],https://id.jobstreet.com/id/job/91415673?type=standard&ref=search-standalone&origin=cardTitle#sol=de2c2dab940e8222ecc9328ddade1e25f155e9f2,Siloam Hospitals Group (Tbk),Tangerang,"About the Role | We are seeking an IT Functional Analyst to support the implementation and enhancement of inventory management systems across hospital operations. This role will act as a bridge between business users and the IT development team to ensure supply chain processes are effectively translated into system solutions. | Key Responsibilities | Support data gathering and validation activities for inventory solutions implementation. | Coordinate with hospital unit PICs to confirm data, business processes, and conduct time & motion studies, baselining, and benefits tracking. | Capture and document business and user requirements, ensuring they are accurately reflected in system development. | Collaborate with IT teams and subject matter experts during system design, development, and testing phases. | Assist in developing training materials and conducting end-user training sessions. | Support data preparation, data mapping, and data migration activities during system implementation. | Participate in cut-over planning, Go-Live execution, and post-Go-Live support. | Escalate and help resolve system or process issues to ensure minimal disruption to hospital operations. | Qualifications | Bachelor’s degree in Computer Science, Information Technology, Supply Chain Management, or related field. | Minimum | 2 years of experience in application or ERP implementation projects | . | Experience supporting | ERP implementation or system enhancement projects | . | Hands-on experience in | data preparation, data mapping, data migration, and cut-over verification | . | Strong understanding of | Supply Chain processes, especially Demand Planning and Inventory Management | . | Experience working with | SCM-related modules (e.g., SAP MM or Microsoft Dynamics 365 F&O / SCM / Inventory) | . | Familiarity with | functional design documentation, requirement gathering, and end-user training | . | Basic understanding of | system integration concepts, APIs, and testing across multiple systems | . | Full WFO - Lippo Karawaci, Tangerang | Contract 12 months","[""Go""]"
IT Business Analyst,https://id.jobstreet.com/id/job/91349335?type=standard&ref=search-standalone&origin=cardTitle#sol=c6ce8a91c99e3e815ea563e44fcbb27700bf36b3,PT Akhdani Reka Solusi,Kemayoran,"Job Description | Responsible to indentify business requirements. | Create detailed planning for digital product project. | Provide solutions that expedite project delivery. | Being part of business analysts team that expected to provide support and share knowledge. | Giving recommendation for improvements and solutions of product optimization. | Having project management skills, which is responsible for the entire project for the success of system development. | Communicate and build relationships with all internal and external stakeholders to identify and develop a project plan. | Minimum Qualifications | Minimum 1 years of working experience as a business analyst in software/product development projects, especially in the banking industry (e-channel/wholesale banking) | Experienced and konowlegde on financial banking or financial industry | Experienced financial project, EDC Project or similar project | Good technical understanding of Business Analysis frameworks, value cycles, business processes, business requirements and UAT methodologies. | Strong concepts related to Project and Program Management. | Strong critical thinking and problem-solving skills including applying a digital understanding to the work | Excellent communication and stakeholder management skills and ability to integrate well into a team and build effective relationships",[]
Teknisi Mesin EDC - Binjai,https://id.jobstreet.com/id/job/91717912?type=standard&ref=search-standalone&origin=cardTitle#sol=d5e6c14d312d28f1c14a4614ed6c22ca0567f2df,PT. Pasifik Cipta Solusi,Binjai,Kualifikasi | Pendidikan minimal SMA/SMK | Mengerti cara kerja mesin EDC dan sistem pembayaran (nilai plus) | Bisa troubleshooting perangkat elektronik | Familiar dengan instalasi dan konfigurasi device | Memiliki kemampuan komunikasi yang baik (karena berhadapan dengan merchant) | Memiliki SIM C beserta motor pribadi dan siap kerja lapangan/mobile | Pengalaman sebagai teknisi (lebih diutamakan) | Job Description | Melakukan instalasi dan setup mesin EDC di lokasi merchant | Melakukan maintenance (perawatan rutin) mesin EDC | Troubleshooting jika terjadi kerusakan atau gangguan | Melakukan penggantian unit (swap device) jika diperlukan | Memastikan koneksi mesin berjalan normal | Memberikan edukasi penggunaan mesin ke merchant | Membuat laporan pekerjaan harian/mingguan | Koordinasi dengan tim support atau vendor jika ada issue kompleks | Monitoring performa mesin di lapangan,"[""Troubleshooting""]"
IT Senior,https://id.jobstreet.com/id/job/91500182?type=standard&ref=search-standalone&origin=cardTitle#sol=f44af8925b8905264ef489e70b8057f4918fb88f,PT Sahabat Jaya Solusindo,Kalideres,"- PENDIDIKAN MINIMAL SMA / SMK, BERPENGALAMAN MINIMAL 2 TAHUN- PENGETAHUAN MENDALAM TENTANG JARINGAN TCP/IP , ROUTER, SWITCH, FIREWALL, LAN& WIFI - PENGALAMAN DALAM MENGKONFIGURASI PERANGKAT SEPERTI MIKROTIK, UNIFI, RUIJIE, ARUBA, HP, ETC - MEMILIKI KEMAMPUAN MAINTENANCE SERVER, DOMAIN, MAIL SERVER, WEBHOSTING / VPS HOSTING DAN WEBSITE- MEMILIKI KEMAMPUAN UNTUK HANDLE DAN PROBLEM SOLVING UNTUK TROUBLESHOOT HARDWARE & SOFTWARE, OS - BISA BEKERJA DAN BERKOMUNIKASI DENGAN BAIK DALAM TEAM- NILAI LEBIH MEMILIKI SERTIFIKASI JARINGAN SEPERTI MTCNA, CCNA ATAU SERTIFIKASI LAINNYA
- - Berpengalaman- SMA/SMK- 24 - 55 Tahun- Terima kandidat tanpa foto diri- Radius 10 km dari penempatan kerja","[""CCNA""]"
IT Site Reliability Engineer (SRE),https://id.jobstreet.com/id/job/91726042?type=standard&ref=search-standalone&origin=cardTitle#sol=7a1ae93764b2a286a3e2ec3167934e5f453d48e6,PT ABISHAR TECHNOLOGIES INDONESIA,Jakarta Barat,"Key Responsibilities: | Maintain and improve system reliability, availability, and performance across production environments | Design, implement, and manage infrastructure on AWS (EC2, RDS, S3, etc.) | Implement security best practices across infrastructure and applications | Monitor systems, troubleshoot incidents, and perform root cause analysis | Automate operational processes to improve efficiency and reduce manual intervention | Collaborate with development teams to improve system architecture and deployment processes | Manage CI/CD pipelines and support release management | Ensure compliance with security standards and frameworks (ISO 27001) | Conduct system hardening, vulnerability assessments, and security monitoring | Requirements: | 3–5 years of experience as SRE / DevOps / Infrastructure Engineer | Strong experience with AWS services and cloud infrastructure | Solid understanding of security best practices and system hardening | Experience implementing or maintaining ISO 27001 standards is a plus | Hands-on experience with monitoring tools, CI/CD, and automation | Familiarity with containerization (Docker/Kubernetes) is a plus | Strong troubleshooting and problem-solving skills","[""AWS"", ""Docker"", ""Kubernetes"", ""CI/CD"", ""Troubleshooting""]"
Geosolutions Geophysicist Freshout,https://id.jobstreet.com/id/job/91790129?type=standard&ref=search-standalone&origin=cardTitle#sol=3da95f65214ae13aaa87bbacbc6c2facd7d29fea,PT Schlumberger Geophysics Nusantara,Jakarta Raya,"The Geosolutions Geophysicist is responsible for contributing expertise in various acquisition and processing techniques and geophysics, and an understanding of interpretation and inversion. | Interface consistently with customers and advise them regarding processing parameters. | Process data using the appropriate technology and software. | Ensure that processed data is delivered to customers on schedule. | Define, build and submit test jobs, interpret test results, provide recommendations on parameters and recommend further testing, if required. | Validate the accuracy and efficiency of all testing and production job sequences. | Keep abreast of developments within seismic data processing and communication and data transfer techniques. | Investigate and report on problems encountered during the course of seismic data processing. | Mentor junior staff. | Assist the Project Leader with daily project and personnel management, including velocity picking and quality control. Organize and delegate work. | Forecast resource requirements and report project status. | Archive projects. | Qualifications: | Hold a minimum bachelor's degree in Geophysicist. | Fresh Graduate with less than 3 years of experience. | Apply Now
 
 
 
 Share",[]
Software Testing ( Batam ),https://id.jobstreet.com/id/job/91458009?type=standard&ref=search-standalone&origin=cardTitle#sol=a77c5074ed1321da05cfe3901437ac27baa493ec,PT SBG Solusi Bisnis,Batam Kota,"Job Description: | Produce test plans, scenarios, procedures, and test script | Conduct software testing and identify issue with program function, output, online screen, and content | Work with developer team to report bugs, enhancement, and defects | Provide feedback and recommendations to developer team on software usability and functionality | Coordinate and conduct User Acceptance Testing and Training | Prepare testing documentation | Requirements: | Speak fluently and write effectively in English | Bachelor’s degree in information systems or related discipline | Excellent interpersonal and communication skills, both verbal and written | Highly-detail oriented with a problem-solving attitude | Ability to work in an innovative and fast-paced environment whilst delivering to deadlines | Organized with excellent time management skills and ability to prioritize effectively | Experience: Min 1 year in similar environment | Have experience in using AI (need to specify during the interview) | Our office is located at Adhya Building, Sukajadi, Batam.","[""Software Testing""]"
IT System Analyst / Solution Architect,https://id.jobstreet.com/id/job/91777382?type=standard&ref=search-standalone&origin=cardTitle#sol=5ef9cb5752654136743d312809d2969c6df7ab0c,PT ELISTEC INFORMATIKA UTAMA,Jakarta Pusat,"Jobdesk | Melakukan analisis proses bisnis asuransi retail untuk diterjemahkan ke dalam kebutuhan teknis sistem. | Merancang arsitektur integrasi antara MyTugu, TICS, dan aplikasi lain yang saling berkaitan agar pengakuan produksi dapat berjalan secara otomatis dan optimal. | Menyusun dokumen desain sistem (Technical System Design) dan pemetaan data (Data Mapping) dari MyTugu ke database TICS. | Memberikan rekomendasi solusi teknis terkait efisiensi infrastruktur | Kompetensi utama | Pengalaman minimal 5–8 tahun sebagai IT System Analyst / Solution Architect | Mampu merancang dan menganalisis arsitektur sistem terintegrasi | Pengalaman merancang dan mengelola integrasi sistem berbasis RESTful API (JSON) | Memahami pengembangan aplikasi berbasis: PHP Laravel, Vue.js/React, dan Database PostgreSQL. | Memahami konsep Transaction processing, Data consistency, dan Error handling & retry mechanism. | Mampu membuat dan menjelaskan System flow diagram, Data flow, dan integration flow | Familiar dengan microservices atau modular architecture | Terbiasa bekerja secara kolaboratif menggunakan code repository (GitHub / Bitbucket) | Memiliki pemahaman dan pengalaman mengembangkan integrasi dengan core system | Memiliki pemahaman dan pengalaman implementasi API security (JWT, API key, OAuth) | Pengalaman bekerja di lingkungan cloud (GCP / AWS) | Kompetensi tambahan | Pengalaman di industri asuransi | Memiliki sertifikasi profesional terkait arsitektur sistem atau manajemen proyek IT","[""PHP"", ""React"", ""Vue"", ""Laravel"", ""AWS"", ""GCP"", ""GitHub"", ""PostgreSQL"", ""API"", ""JSON""]"
SERVICE SUPERVISOR,https://id.jobstreet.com/id/job/90934174?type=standard&ref=search-standalone&origin=cardTitle#sol=c93ff1adca6adbe2ac141ce8b29e29e6993e5fa5,PT Putra Perkasa Abadi,Kebayoran Baru,"Deskripsi | - | Usia | - Usia Min: 30
- Usia Max: 45 | Spesifikasi | - Pendidikan: SMA Ilmu Pengetahuan Alam, Ilmu Pengetahuan Sosial
- Keahlian Khusus: Mempu mengoprasikan Microsoft Office
Telah memiliki sertifikasi POP
- Pengalaman Kerja: 3 - 5 Tahun | Kemampuan Bahasa | - Bahasa Indonesia (Baik)
- Inggris (Baik)",[]
IT Support Freelance area Kalimantan,https://id.jobstreet.com/id/job/91746066?type=standard&ref=search-standalone&origin=cardTitle#sol=2c2fe3fdc4bdc3f6cea47914e63cf149bb9f18ce,PT. Berca Hardayaperkasa,Paloh,Oops! That page can’t be found. | It looks like nothing was found at this location. Maybe try a search? | Search,[]
Data Center Technician - Indonesia - Denpasar Barat - On-site,https://id.jobstreet.com/id/job/91366631?type=standard&ref=search-standalone&origin=cardTitle#sol=56fdcaa2b3ad628025f525f953c490f84197eaea,RM Staffing B.V.,Denpasar,"About the Role | Join our team as a | Data Center Technician | in | Denpasar Barat, Indonesia | . This is a full-time, on-site position where you'll support critical infrastructure at world-class data center facilities. | Compensation & Benefits | Rp175,000,000-250,000,000/year | (IDR annual) | Comprehensive benefits package including: | Health, dental, and vision insurance | Paid time off and holidays | Professional development allowance | Certification sponsorship | Work Schedule | Full-time permanent position | Standard business hours with on-call rotation | Shift differentials for nights/weekends when applicable | Key Responsibilities | Install, configure, and maintain server and network equipment | Perform structured cabling (copper and fiber optic) | Execute hardware deployments and decommissions | Monitor environmental systems (power, cooling, security) | Respond to incidents and perform troubleshooting | Maintain accurate documentation and asset tracking | Collaborate with engineering and operations teams | Participate in capacity planning and upgrades | 3+ years data center operations experience | Expert cabling skills (Cat6/6a, OM3/OM4/OS2 fiber) | Strong troubleshooting and problem-solving abilities | Experience with rack and stack operations | Understanding of power distribution and UPS systems | Excellent documentation and communication skills | Ability to lift 50+ lbs and work in demanding environments | Data center certifications (CDCP, CDCS, CDCE) - preferred | Vendor certifications (Dell, HPE, Cisco) - preferred | Network certifications (CCNA, JNCIA) - preferred | Experience with DCIM platforms - preferred | Knowledge of ITIL practices - preferred","[""Cisco"", ""CCNA"", ""Troubleshooting""]"
Reservation & E-Commerce Spv,https://id.jobstreet.com/id/job/89989018?type=standard&ref=search-standalone&origin=cardTitle#sol=f9d9eadf00816801856aebf0b279f53fd1f84d86,Dialoog Hotel Banyuwangi,Banyuwangi,"Dialog Hotels redefines the concept of sophistication for the modern traveller. We cater to the discerning tastes of millennials who seek stylish, smart and hassle-free accommodations. | “Stay You” is the guiding force behind everything we do. It fuels our interactions, shapes our moments and inspires us daily. We embrace a mindset that celebrates individuality. We deeply respect each guest’s uniqueness and strive to create an experience that reflects this philosophy.",[]
Data Infrastructure,https://id.jobstreet.com/id/job/90929415?type=standard&ref=search-standalone&origin=cardTitle#sol=dfee232387f86e9d8e57aef0b3129046d60251c6,"PT Allo Bank Indonesia, Tbk",Jakarta Raya,"Responsibilities | Build and manage infrastructure using | Infrastructure as Code (IaC) | tools such as Terraform, Helm, or similar technologies. | Manage and optimize | containerized environments | using | Kubernetes and Docker | in production environments. | Design, develop, and maintain | CI/CD pipelines | to enable efficient and automated deployment processes. | Manage and ensure the performance and reliability of | large-scale data warehouses and databases | , including: | PostgreSQL | ClickHouse | Distributed / High Availability RDBMS | Implement and maintain | monitoring and observability systems | using tools such as Prometheus, Grafana, Loki, or similar platforms. | Support infrastructure requirements for | AI / Machine Learning workloads | . | Qualifications | Bachelor’s degree in Computer Science, Information Technology, Engineering, or a related field. | Experience with | automation and Infrastructure as Code (IaC) | practices. | Familiarity with | Kubernetes, Docker, and container orchestration | . | Experience managing | large-scale databases and distributed systems | . | Strong understanding of | monitoring, observability, and system reliability | . | Automation mindset with a focus on improving efficiency and reducing manual processes.","[""Docker"", ""Kubernetes"", ""CI/CD"", ""PostgreSQL"", ""Machine Learning""]"
Geosolutions Geophysicist,https://id.jobstreet.com/id/job/91459029?type=standard&ref=search-standalone&origin=cardTitle#sol=2793646c8849855fa482dc3788fa5cb71e2c325d,PT Schlumberger Geophysics Nusantara,Kebayoran Lama,"Job Description: | The Geosolutions Geophysicist holds a crucial role in project execution and the formulation of solutions to address encountered challenges. Furthermore, this geophysicist actively engages in quality control and quality assurance efforts, aiming to enhance both product quality and client satisfaction. | As a Geosolutions Geophysicist you can expect to create intricate and high-definition representations of the subsurface, involving the processing and imaging of 2D, 3D, and time-lapse seismic data while integrating and collaborating with geologists and reservoir characterization champions. | The position reports to a Project Manager and frequently involves collaboration with an extensive team. | Essential Responsibilities and Duties: | Collaborate with a diverse team to provide a high-quality product according to the established schedule. | Maintain regular communication with customers and offer guidance on processing parameters. | Process data using the appropriate technology and software. | Develop solutions and new workflows to address challenges encountered during processing. | Develop your experience and scientific critical thinking to establish, construct, and submit processing tasks, analyze outcomes, offer parameter-related suggestions, and propose additional testing if deemed necessary. | Ensure the precision and effectiveness of all testing and production job sequences through validation. | Keep abreast of emerging technologies within seismic and non-seismic data processing techniques. | Participate in accredited professional societies and technical conferences. | Minimum qualification & experience: | Qualifications: | We are seeking candidates with minimum 5 years of experience as Geophysicist. | Minimum Geosciences degree or equivalent. | Proficient in Seismic Processing software, preferably Omega. | Proficient in Signal Processing, Velocity Model Building and Time and Depth Imaging. | Prospective candidates should possess strong communication skills, have a passion for continuous learning and problem-solving, and thrive in collaborative team environments. | Candidate will be assigned to the Indonesia Jakarta SLB office. | Candidate must have authorization to work in the assigned location. | Experience hire.",[]
System Analyst Intern,https://id.jobstreet.com/id/job/91785243?type=standard&ref=search-standalone&origin=cardTitle#sol=4a03f7faebb4ee1d052cb6a414f6ffe6f1d470ef,PT Nojorono Tobacco International,Jakarta Timur,"Job Description: | - Collecting and analyzing user needs and documenting system requirements in the SRS form | - Providing recommendation for system effciency and improvement | - Manage all activities, tasks, and work closely with cross-departemental stakeholders | - Supporting in implementation process and user guidance | Job Qualification: | - Penultimate year student or Fresh Graduate student with any major related to IT | - Had experience in handling system analyst and programmer would more preferable | - Able to work and communicate with team",[]
