posted_date,job_title,skill_name,job_link
Tayang 10 hari yang lalu,Frontend Developer,Flutter,https://glints.com/id/opportunities/jobs/frontend-developer/f92bf5ed-1b50-4213-8a58-a19b3d84a951?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 4 hari yang lalu,Frontend Developer,Vue.js,https://glints.com/id/opportunities/jobs/frontend-developer/6ffc2fbc-c5e7-4296-9e1a-5276f4968b30?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 4 hari yang lalu,Frontend Developer,Angular,https://glints.com/id/opportunities/jobs/frontend-developer/6ffc2fbc-c5e7-4296-9e1a-5276f4968b30?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 4 hari yang lalu,Frontend Developer,React.js,https://glints.com/id/opportunities/jobs/frontend-developer/6ffc2fbc-c5e7-4296-9e1a-5276f4968b30?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 4 hari yang lalu,Frontend Developer,TypeScript,https://glints.com/id/opportunities/jobs/frontend-developer/6ffc2fbc-c5e7-4296-9e1a-5276f4968b30?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 4 hari yang lalu,Frontend Developer,Tailwind CSS,https://glints.com/id/opportunities/jobs/frontend-developer/6ffc2fbc-c5e7-4296-9e1a-5276f4968b30?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 7 hari yang lalu,Frontend Developer,Git,https://glints.com/id/opportunities/jobs/frontend-developer/6947a27b-7022-45ea-9205-635773e19148?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 7 hari yang lalu,Frontend Developer,React.js,https://glints.com/id/opportunities/jobs/frontend-developer/6947a27b-7022-45ea-9205-635773e19148?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Diperbarui 7 hari yang lalu,Frontend Developer,Angular,https://glints.com/id/opportunities/jobs/frontend-developer/6947a27b-7022-45ea-9205-635773e19148?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,Vue.js,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,HTML5,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,GraphQL,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,CSS3,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,TypeScript,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,Nuxt.js,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Developer,Git,https://glints.com/id/opportunities/jobs/frontend-developer/3db83254-4c8e-42d0-9cd9-986c2fd2fa36?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,HTML5,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,Angular,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,Java,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,CSS3,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,React.js,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,TypeScript,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 3 days ago,Frontend Developer,Next.js,https://glints.com/id/opportunities/jobs/frontend-developer/fcd8c18d-0de3-417b-9db4-18c9388cb526?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
